producto_id,mes,anio,descripcion_repuesto,marca_repuesto,cantidad_total,km_promedio,tipo_ot_desc,n_ots
01001-01028,7,2024,REPUESTO FALTANTE,SIN MARCA,5.0,91485.0,Reparación / Servicio,1
01001-01029,6,2025,REPUESTO FALTANTE,SIN MARCA,6.0,99333.0,Reparación / Servicio,2
01001-01029,7,2024,REPUESTO FALTANTE,SIN MARCA,3.0,129469.0,Reparación / Servicio,1
01001-01029,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,225000.0,Reparación / Servicio,1
01001-01031,4,2025,REPUESTO FALTANTE,SIN MARCA,2.0,82148.0,Reparación / Servicio,1
01001-01032,1,2025,REPUESTO FALTANTE,SIN MARCA,30.0,71910.16666666667,Reparación / Servicio,6
01001-01032,2,2025,REPUESTO FALTANTE,SIN MARCA,51.0,87370.4,Reparación / Servicio,10
01001-01032,2,2026,REPUESTO FALTANTE,SIN MARCA,44.0,74703.5,Reparación / Servicio,8
01001-01032,3,2025,REPUESTO FALTANTE,SIN MARCA,43.0,122473.0,Reparación / Servicio,8
01001-01032,3,2026,REPUESTO FALTANTE,SIN MARCA,15.0,55836.333333333336,Reparación / Servicio,3
01001-01032,4,2025,REPUESTO FALTANTE,SIN MARCA,44.0,61376.75,Reparación / Servicio,8
01001-01032,4,2026,REPUESTO FALTANTE,SIN MARCA,23.0,78738.5,Reparación / Servicio,4
01001-01032,5,2025,REPUESTO FALTANTE,SIN MARCA,52.5,82021.9,Reparación / Servicio,10
01001-01032,5,2026,REPUESTO FALTANTE,SIN MARCA,5.0,27066.0,Reparación / Servicio,1
01001-01032,6,2025,REPUESTO FALTANTE,SIN MARCA,54.0,92393.5,Reparación / Servicio,10
01001-01032,7,2025,REPUESTO FALTANTE,SIN MARCA,61.0,93234.91666666667,Reparación / Servicio,12
01001-01032,8,2025,REPUESTO FALTANTE,SIN MARCA,28.5,68691.2,Reparación / Servicio,5
01001-01032,9,2025,REPUESTO FALTANTE,SIN MARCA,21.5,112437.6,Reparación / Servicio,5
01001-01032,10,2024,REPUESTO FALTANTE,SIN MARCA,10.0,98129.0,Reparación / Servicio,2
01001-01032,10,2025,REPUESTO FALTANTE,SIN MARCA,16.0,118146.0,Reparación / Servicio,4
01001-01032,11,2024,REPUESTO FALTANTE,SIN MARCA,15.0,80284.33333333333,Reparación / Servicio,3
01001-01032,12,2024,REPUESTO FALTANTE,SIN MARCA,37.0,91010.375,Reparación / Servicio,8
01001-01033,1,2025,REPUESTO FALTANTE,SIN MARCA,12.0,109015.66666666667,Reparación / Servicio,3
01001-01033,10,2025,REPUESTO FALTANTE,SIN MARCA,4.0,33553.0,Reparación / Servicio,1
01001-01033,11,2024,REPUESTO FALTANTE,SIN MARCA,63.0,73625.30769230769,Reparación / Servicio,13
01001-01033,12,2024,REPUESTO FALTANTE,SIN MARCA,27.0,81319.8,Reparación / Servicio,5
01001-01034,3,2025,REPUESTO FALTANTE,SIN MARCA,12.0,82025.0,Reparación / Servicio,2
01001-01035,1,2025,REPUESTO FALTANTE,SIN MARCA,4.0,118423.0,Reparación / Servicio,1
01001-01035,2,2026,REPUESTO FALTANTE,SIN MARCA,4.0,83700.0,Reparación / Servicio,1
01001-01035,4,2025,REPUESTO FALTANTE,SIN MARCA,4.0,78162.0,Reparación / Servicio,1
01001-01035,4,2026,REPUESTO FALTANTE,SIN MARCA,14.0,80558.0,Reparación / Servicio,2
01001-01035,5,2026,REPUESTO FALTANTE,SIN MARCA,4.0,77123.0,Reparación / Servicio,1
01001-01035,6,2025,REPUESTO FALTANTE,SIN MARCA,4.0,70970.0,Reparación / Servicio,1
01001-01035,8,2025,REPUESTO FALTANTE,SIN MARCA,4.0,82324.0,Reparación / Servicio,1
01001-01035,12,2025,REPUESTO FALTANTE,SIN MARCA,20.0,69680.5,Reparación / Servicio,4
01001-01036,2,2026,REPUESTO FALTANTE,SIN MARCA,8.0,52938.0,Reparación / Servicio,1
01001-01036,3,2025,REPUESTO FALTANTE,SIN MARCA,6.0,82086.0,Reparación / Servicio,1
01001-01036,3,2026,REPUESTO FALTANTE,SIN MARCA,6.0,108785.0,Reparación / Servicio,1
01001-01036,5,2025,REPUESTO FALTANTE,SIN MARCA,6.0,99423.0,Reparación / Servicio,1
01001-01037,1,2026,REPUESTO FALTANTE,SIN MARCA,77.0,83754.75,Reparación / Servicio,16
01001-01037,2,2026,REPUESTO FALTANTE,SIN MARCA,49.0,103205.7,Reparación / Servicio,10
01001-01037,3,2026,REPUESTO FALTANTE,SIN MARCA,17.0,104178.4,Reparación / Servicio,5
01001-01037,4,2025,REPUESTO FALTANTE,SIN MARCA,17.0,106010.33333333333,Reparación / Servicio,3
01001-01037,4,2026,REPUESTO FALTANTE,SIN MARCA,84.0,88830.125,Reparación / Servicio,16
01001-01037,5,2025,REPUESTO FALTANTE,SIN MARCA,6.0,78835.0,Reparación / Servicio,1
01001-01037,5,2026,REPUESTO FALTANTE,SIN MARCA,59.0,108068.07692307692,Reparación / Servicio,13
01001-01037,6,2025,REPUESTO FALTANTE,SIN MARCA,7.0,113861.0,Reparación / Servicio,1
01001-01037,8,2025,REPUESTO FALTANTE,SIN MARCA,16.5,74472.25,Reparación / Servicio,4
01001-01037,9,2025,REPUESTO FALTANTE,SIN MARCA,21.0,66854.25,Reparación / Servicio,4
01001-01037,10,2025,REPUESTO FALTANTE,SIN MARCA,26.0,104194.33333333333,Reparación / Servicio,6
01001-01037,11,2025,REPUESTO FALTANTE,SIN MARCA,68.0,87316.30769230769,Reparación / Servicio,13
01001-01037,12,2025,REPUESTO FALTANTE,SIN MARCA,59.0,64430.0,Reparación / Servicio,12
01001-01038,4,2026,REPUESTO FALTANTE,SIN MARCA,2.0,89113.0,Reparación / Servicio,1
01001-01038,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,134340.0,Reparación / Servicio,1
01001-01039,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,47643.0,Reparación / Servicio,1
01001-01039,4,2026,REPUESTO FALTANTE,SIN MARCA,2.0,80558.0,Reparación / Servicio,2
01001-01039,5,2026,REPUESTO FALTANTE,SIN MARCA,1.5,99794.0,Reparación / Servicio,1
01001-01039,10,2025,REPUESTO FALTANTE,SIN MARCA,1.25,122362.0,Reparación / Servicio,1
01001-01039,12,2025,REPUESTO FALTANTE,SIN MARCA,2.0,179730.0,Reparación / Servicio,1
01001-01501,1,2025,REPUESTO FALTANTE,SIN MARCA,3.0,97347.0,Reparación / Servicio,3
01001-01501,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,134931.0,Reparación / Servicio,1
01001-01501,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,132586.0,Reparación / Servicio,1
01001-01501,2,2025,REPUESTO FALTANTE,SIN MARCA,3.0,69023.33333333333,Reparación / Servicio,3
01001-01501,2,2026,REPUESTO FALTANTE,SIN MARCA,11.0,104459.0,Reparación / Servicio,11
01001-01501,3,2024,REPUESTO FALTANTE,SIN MARCA,3.0,56006.0,Reparación / Servicio,3
01001-01501,3,2026,REPUESTO FALTANTE,SIN MARCA,7.0,53730.142857142855,Reparación / Servicio,7
01001-01501,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,87396.0,Reparación / Servicio,4
01001-01501,4,2025,REPUESTO FALTANTE,SIN MARCA,10.0,82810.0,Reparación / Servicio,10
01001-01501,4,2026,REPUESTO FALTANTE,SIN MARCA,8.0,61853.875,Reparación / Servicio,8
01001-01501,5,2024,REPUESTO FALTANTE,SIN MARCA,3.0,70997.0,Reparación / Servicio,3
01001-01501,5,2025,REPUESTO FALTANTE,SIN MARCA,11.0,70264.90909090909,Reparación / Servicio,11
01001-01501,6,2025,REPUESTO FALTANTE,SIN MARCA,7.0,76031.0,Reparación / Servicio,7
01001-01501,7,2024,REPUESTO FALTANTE,SIN MARCA,3.0,53707.333333333336,Reparación / Servicio,3
01001-01501,7,2025,REPUESTO FALTANTE,SIN MARCA,7.0,104542.85714285714,Reparación / Servicio,7
01001-01501,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,35407.0,Reparación / Servicio,1
01001-01501,8,2025,REPUESTO FALTANTE,SIN MARCA,6.0,36527.0,Reparación / Servicio,6
01001-01501,9,2024,REPUESTO FALTANTE,SIN MARCA,2.0,92066.0,Reparación / Servicio,2
01001-01501,9,2025,REPUESTO FALTANTE,SIN MARCA,7.0,91406.57142857143,Reparación / Servicio,7
01001-01501,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,59857.0,Reparación / Servicio,1
01001-01501,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,66666.5,Reparación / Servicio,2
01001-01501,11,2025,REPUESTO FALTANTE,SIN MARCA,6.0,61551.666666666664,Reparación / Servicio,6
01001-01501,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,27085.0,Reparación / Servicio,1
01001-01502,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,109330.0,Reparación / Servicio,1
01001-01502,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66656.0,Reparación / Servicio,1
01001-01502,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,59832.0,Reparación / Servicio,1
01001-01502,3,2025,REPUESTO FALTANTE,SIN MARCA,2.0,117533.0,Reparación / Servicio,1
01001-01502,3,2026,REPUESTO FALTANTE,SIN MARCA,2.0,186736.0,Reparación / Servicio,1
01001-01502,4,2025,REPUESTO FALTANTE,SIN MARCA,3.0,120455.33333333333,Reparación / Servicio,3
01001-01502,5,2024,REPUESTO FALTANTE,SIN MARCA,0.5,157326.0,Reparación / Servicio,1
01001-01502,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,121212.0,Reparación / Servicio,1
01001-01502,5,2026,REPUESTO FALTANTE,SIN MARCA,4.0,162086.33333333334,Reparación / Servicio,3
01001-01502,6,2024,REPUESTO FALTANTE,SIN MARCA,2.0,129751.0,Reparación / Servicio,1
01001-01502,7,2024,REPUESTO FALTANTE,SIN MARCA,2.0,204581.0,Reparación / Servicio,2
01001-01502,7,2025,REPUESTO FALTANTE,SIN MARCA,10.0,133985.2,Reparación / Servicio,5
01001-01502,8,2024,REPUESTO FALTANTE,SIN MARCA,3.0,2.0,Reparación / Servicio,2
01001-01502,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,76788.0,Reparación / Servicio,1
01001-01502,9,2025,REPUESTO FALTANTE,SIN MARCA,5.0,179573.0,Reparación / Servicio,3
01001-01502,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,106221.0,Reparación / Servicio,1
01001-01502,11,2024,REPUESTO FALTANTE,SIN MARCA,4.0,95602.25,Reparación / Servicio,4
01001-01502,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,110881.0,Reparación / Servicio,1
01001-01504,1,2026,REPUESTO FALTANTE,SIN MARCA,3.0,78789.0,Reparación / Servicio,3
01001-01504,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,120668.0,Reparación / Servicio,1
01001-01504,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,87300.0,Reparación / Servicio,1
01001-01504,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,1.0,Reparación / Servicio,1
01001-01504,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,125433.0,Reparación / Servicio,1
01001-01504,9,2025,REPUESTO FALTANTE,SIN MARCA,2.0,74924.0,Reparación / Servicio,2
01001-01504,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,119788.0,Reparación / Servicio,1
01001-01504,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,128253.0,Reparación / Servicio,1
01001-01504,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,75928.0,Reparación / Servicio,1
01001-01505,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,133136.0,Reparación / Servicio,1
01001-01505,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,95283.0,Reparación / Servicio,1
01001-01506,3,2026,REPUESTO FALTANTE,SIN MARCA,4.0,68241.0,Reparación / Servicio,1
01001-01506,4,2024,REPUESTO FALTANTE,SIN MARCA,3.0,60583.0,Reparación / Servicio,1
01001-01506,5,2024,REPUESTO FALTANTE,SIN MARCA,3.0,38.0,Reparación / Servicio,1
01001-01506,6,2024,REPUESTO FALTANTE,SIN MARCA,4.0,58338.0,Reparación / Servicio,1
01001-01506,7,2025,REPUESTO FALTANTE,SIN MARCA,3.0,126816.0,Reparación / Servicio,1
01001-01506,8,2024,REPUESTO FALTANTE,SIN MARCA,3.0,41085.0,Reparación / Servicio,1
01001-01507,5,2024,REPUESTO FALTANTE,SIN MARCA,11.0,105305.0,Reparación / Servicio,3
01001-01507,6,2024,REPUESTO FALTANTE,SIN MARCA,2.0,80582.0,Reparación / Servicio,2
01001-01507,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51734.0,Reparación / Servicio,1
01001-01508,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,97417.0,Reparación / Servicio,1
01001-01508,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,91485.0,Reparación / Servicio,1
01001-01509,3,2026,REPUESTO FALTANTE,SIN MARCA,2.0,68241.0,Reparación / Servicio,1
01001-01509,7,2025,REPUESTO FALTANTE,SIN MARCA,3.0,126816.0,Reparación / Servicio,1
01001-01510,5,2025,REPUESTO FALTANTE,SIN MARCA,3.0,134980.0,Reparación / Servicio,2
01001-01510,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,98803.0,Reparación / Servicio,1
01001-02001,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,43760.0,Reparación / Servicio,1
01001-02001,4,2025,REPUESTO FALTANTE,SIN MARCA,1.0,63383.0,Reparación / Servicio,1
01001-02001,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,17960.0,Reparación / Servicio,1
01001-02002,3,2025,REPUESTO FALTANTE,SIN MARCA,3.0,84622.33333333333,Reparación / Servicio,3
01001-02002,3,2026,REPUESTO FALTANTE,SIN MARCA,1.0,23788.0,Reparación / Servicio,1
01001-02002,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,68743.0,Reparación / Servicio,1
01001-02002,12,2024,REPUESTO FALTANTE,SIN MARCA,1.0,71377.0,Reparación / Servicio,1
01001-02003,4,2024,REPUESTO FALTANTE,SIN MARCA,2.0,127386.0,Reparación / Servicio,2
01001-02003,4,2026,REPUESTO FALTANTE,SIN MARCA,1.0,77817.0,Reparación / Servicio,1
01001-02004,1,2025,REPUESTO FALTANTE,SIN MARCA,3.0,117734.0,Reparación / Servicio,3
01001-02004,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,149288.0,Reparación / Servicio,1
01001-02004,4,2025,REPUESTO FALTANTE,SIN MARCA,2.0,68595.5,Reparación / Servicio,2
01001-02004,4,2026,REPUESTO FALTANTE,SIN MARCA,1.0,89113.0,Reparación / Servicio,1
01001-02004,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,130635.0,Reparación / Servicio,1
01001-02004,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,10885.0,Reparación / Servicio,1
01001-02004,5,2026,REPUESTO FALTANTE,SIN MARCA,1.0,41481.0,Reparación / Servicio,1
01001-02004,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,1.0,Reparación / Servicio,1
01001-02004,6,2025,REPUESTO FALTANTE,SIN MARCA,3.0,81728.0,Reparación / Servicio,3
01001-02004,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51734.0,Reparación / Servicio,1
01001-02004,7,2025,REPUESTO FALTANTE,SIN MARCA,1.0,27648.0,Reparación / Servicio,1
01001-02004,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,28344.0,Reparación / Servicio,1
01001-02004,9,2025,REPUESTO FALTANTE,SIN MARCA,2.0,46904.5,Reparación / Servicio,2
01001-02004,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,70831.0,Reparación / Servicio,2
01001-02004,11,2024,REPUESTO FALTANTE,SIN MARCA,1.0,127617.0,Reparación / Servicio,1
01001-02004,12,2024,REPUESTO FALTANTE,SIN MARCA,2.0,89482.0,Reparación / Servicio,2
01001-02005,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,68221.0,Reparación / Servicio,1
01001-02005,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,134943.0,Reparación / Servicio,1
01001-02005,6,2024,REPUESTO FALTANTE,SIN MARCA,1.0,53450.0,Reparación / Servicio,1
01001-02005,8,2024,REPUESTO FALTANTE,SIN MARCA,2.0,62463.0,Reparación / Servicio,2
01001-02005,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,42929.0,Reparación / Servicio,1
01001-02005,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,78215.0,Reparación / Servicio,1
01001-02005,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,6095.0,Reparación / Servicio,2
01001-02005,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,81167.0,Reparación / Servicio,1
01001-02006,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,68221.0,Reparación / Servicio,1
01001-02006,3,2025,REPUESTO FALTANTE,SIN MARCA,2.0,134943.0,Reparación / Servicio,2
01001-02007,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66656.0,Reparación / Servicio,1
01001-02007,2,2025,REPUESTO FALTANTE,SIN MARCA,2.0,49545.0,Reparación / Servicio,2
01001-02007,2,2026,REPUESTO FALTANTE,SIN MARCA,4.0,130464.0,Reparación / Servicio,2
01001-02007,3,2026,REPUESTO FALTANTE,SIN MARCA,1.0,46464.0,Reparación / Servicio,1
01001-02007,4,2025,REPUESTO FALTANTE,SIN MARCA,1.0,149023.0,Reparación / Servicio,1
01001-02007,5,2025,REPUESTO FALTANTE,SIN MARCA,2.0,145837.0,Reparación / Servicio,1
01001-02007,6,2025,REPUESTO FALTANTE,SIN MARCA,1.0,152349.0,Reparación / Servicio,1
01001-02007,7,2025,REPUESTO FALTANTE,SIN MARCA,2.0,137784.5,Reparación / Servicio,2
01001-02007,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,76470.0,Reparación / Servicio,1
01001-02008,1,2025,REPUESTO FALTANTE,SIN MARCA,2.0,145434.0,Reparación / Servicio,1
01001-02008,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,169879.0,Reparación / Servicio,1
01001-02008,2,2024,REPUESTO FALTANTE,SIN MARCA,4.0,90157.0,Reparación / Servicio,3
01001-02008,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,110261.0,Reparación / Servicio,1
01001-02008,2,2026,REPUESTO FALTANTE,SIN MARCA,3.0,66289.66666666667,Reparación / Servicio,3
01001-02008,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,78032.0,Reparación / Servicio,1
01001-02008,3,2026,REPUESTO FALTANTE,SIN MARCA,2.0,91480.0,Reparación / Servicio,1
01001-02008,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,89599.0,Reparación / Servicio,1
01001-02008,4,2025,REPUESTO FALTANTE,SIN MARCA,6.0,89227.25,Reparación / Servicio,4
01001-02008,4,2026,REPUESTO FALTANTE,SIN MARCA,3.0,162804.0,Reparación / Servicio,2
01001-02008,5,2024,REPUESTO FALTANTE,SIN MARCA,6.0,133744.2,Reparación / Servicio,5
01001-02008,5,2025,REPUESTO FALTANTE,SIN MARCA,19.0,133894.2857142857,Reparación / Servicio,7
01001-02008,5,2026,REPUESTO FALTANTE,SIN MARCA,7.0,61999.75,Reparación / Servicio,4
01001-02008,6,2025,REPUESTO FALTANTE,SIN MARCA,2.0,120036.0,Reparación / Servicio,1
01001-02008,7,2024,REPUESTO FALTANTE,SIN MARCA,8.0,174505.5,Reparación / Servicio,4
01001-02008,7,2025,REPUESTO FALTANTE,SIN MARCA,3.0,125142.0,Reparación / Servicio,3
01001-02008,8,2024,REPUESTO FALTANTE,SIN MARCA,4.0,113576.0,Reparación / Servicio,2
01001-02008,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,91253.0,Reparación / Servicio,1
01001-02008,9,2024,REPUESTO FALTANTE,SIN MARCA,3.0,74674.0,Reparación / Servicio,2
01001-02008,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,119238.0,Reparación / Servicio,1
01001-02008,10,2024,REPUESTO FALTANTE,SIN MARCA,1.0,76470.0,Reparación / Servicio,1
01001-02008,10,2025,REPUESTO FALTANTE,SIN MARCA,2.0,78215.0,Reparación / Servicio,1
01001-02008,11,2024,REPUESTO FALTANTE,SIN MARCA,3.0,90246.0,Reparación / Servicio,1
01001-02008,12,2024,REPUESTO FALTANTE,SIN MARCA,14.0,134584.0,Reparación / Servicio,7
01001-02009,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,143335.0,Reparación / Servicio,1
01001-02009,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,157326.0,Reparación / Servicio,1
01001-02009,8,2025,REPUESTO FALTANTE,SIN MARCA,1.0,91253.0,Reparación / Servicio,1
01001-02009,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,164673.0,Reparación / Servicio,1
01001-02009,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,124027.0,Reparación / Servicio,1
01001-02009,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,127617.0,Reparación / Servicio,1
01001-02010,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,48153.0,Reparación / Servicio,1
01001-02010,2,2024,REPUESTO FALTANTE,SIN MARCA,7.0,107513.75,Reparación / Servicio,4
01001-02010,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,81912.0,Reparación / Servicio,1
01001-02010,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,241176.0,Reparación / Servicio,1
01001-02010,4,2024,REPUESTO FALTANTE,SIN MARCA,2.0,47368.0,Reparación / Servicio,2
01001-02010,4,2025,REPUESTO FALTANTE,SIN MARCA,2.0,85899.0,Reparación / Servicio,2
01001-02010,5,2024,REPUESTO FALTANTE,SIN MARCA,5.0,142389.66666666666,Reparación / Servicio,3
01001-02010,5,2025,REPUESTO FALTANTE,SIN MARCA,2.0,101241.0,Reparación / Servicio,2
01001-02010,5,2026,REPUESTO FALTANTE,SIN MARCA,2.0,77123.0,Reparación / Servicio,2
01001-02010,6,2025,REPUESTO FALTANTE,SIN MARCA,1.0,116651.0,Reparación / Servicio,1
01001-02010,8,2025,REPUESTO FALTANTE,SIN MARCA,2.0,92079.0,Reparación / Servicio,2
01001-02010,10,2025,REPUESTO FALTANTE,SIN MARCA,1.0,106303.0,Reparación / Servicio,1
01001-02010,12,2024,REPUESTO FALTANTE,SIN MARCA,1.0,147196.0,Reparación / Servicio,1
01001-02010,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,95649.0,Reparación / Servicio,1
01001-02011,1,2025,REPUESTO FALTANTE,SIN MARCA,1.0,80315.0,Reparación / Servicio,1
01001-02011,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,61170.0,Reparación / Servicio,1
01001-02011,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,81912.0,Reparación / Servicio,1
01001-02012,2,2024,REPUESTO FALTANTE,SIN MARCA,1.0,37206.0,Reparación / Servicio,1
01001-02012,2,2025,REPUESTO FALTANTE,SIN MARCA,1.0,81912.0,Reparación / Servicio,1
01001-02012,5,2024,REPUESTO FALTANTE,SIN MARCA,2.0,157326.0,Reparación / Servicio,2
01001-02012,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,125433.0,Reparación / Servicio,1
01001-02012,5,2026,REPUESTO FALTANTE,SIN MARCA,1.0,134731.0,Reparación / Servicio,1
01001-02012,9,2024,REPUESTO FALTANTE,SIN MARCA,2.0,98457.0,Reparación / Servicio,1
01001-02012,12,2024,REPUESTO FALTANTE,SIN MARCA,2.0,164156.0,Reparación / Servicio,2
01001-02012,12,2025,REPUESTO FALTANTE,SIN MARCA,1.0,95649.0,Reparación / Servicio,1
01001-02013,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,104939.0,Reparación / Servicio,1
01001-02013,5,2025,REPUESTO FALTANTE,SIN MARCA,1.0,145837.0,Reparación / Servicio,1
01001-02014,6,2024,REPUESTO FALTANTE,SIN MARCA,2.0,68392.0,Reparación / Servicio,1
01001-02015,1,2025,REPUESTO FALTANTE,SIN MARCA,2.0,78660.0,Reparación / Servicio,2
01001-02015,2,2025,REPUESTO FALTANTE,SIN MARCA,2.0,38401.0,Reparación / Servicio,2
01001-02015,2,2026,REPUESTO FALTANTE,SIN MARCA,1.0,14981.0,Reparación / Servicio,1
01001-02015,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,10942.0,Reparación / Servicio,2
01001-02015,3,2025,REPUESTO FALTANTE,SIN MARCA,1.0,1.0,Reparación / Servicio,1
01001-02015,3,2026,REPUESTO FALTANTE,SIN MARCA,1.0,106742.0,Reparación / Servicio,1
01001-02015,5,2024,REPUESTO FALTANTE,SIN MARCA,1.0,138480.0,Reparación / Servicio,1
01001-02015,5,2026,REPUESTO FALTANTE,SIN MARCA,2.0,94982.0,Reparación / Servicio,2
01001-02015,6,2025,REPUESTO FALTANTE,SIN MARCA,1.0,70970.0,Reparación / Servicio,1
01001-02015,7,2024,REPUESTO FALTANTE,SIN MARCA,2.0,179570.5,Reparación / Servicio,2
01001-02015,8,2024,REPUESTO FALTANTE,SIN MARCA,1.0,47346.0,Reparación / Servicio,1
01001-02015,11,2025,REPUESTO FALTANTE,SIN MARCA,1.0,86875.0,Reparación / Servicio,1
01001-02015,12,2024,REPUESTO FALTANTE,SIN MARCA,3.0,116432.0,Reparación / Servicio,3
01001-02016,3,2024,REPUESTO FALTANTE,SIN MARCA,2.0,66700.0,Reparación / Servicio,2
01001-02017,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,78591.0,Reparación / Servicio,1
01001-02018,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51516.0,Reparación / Servicio,1
01001-02018,4,2025,REPUESTO FALTANTE,SIN MARCA,1.0,63383.0,Reparación / Servicio,1
01001-02019,4,2024,REPUESTO FALTANTE,SIN MARCA,1.0,48240.0,Reparación / Servicio,1
01001-02019,11,2024,REPUESTO FALTANTE,SIN MARCA,2.0,105141.5,Reparación / Servicio,2
01001-02020,3,2026,REPUESTO FALTANTE,SIN MARCA,2.0,61881.0,Reparación / Servicio,1
01001-02021,7,2024,REPUESTO FALTANTE,SIN MARCA,1.0,66491.0,Reparación / Servicio,1
01001-02022,1,2026,REPUESTO FALTANTE,SIN MARCA,3.0,74933.5,Reparación / Servicio,2
01001-02022,4,2025,REPUESTO FALTANTE,SIN MARCA,1.0,85239.0,Reparación / Servicio,1
01001-02022,9,2024,REPUESTO FALTANTE,SIN MARCA,1.0,51097.0,Reparación / Servicio,1
01001-02022,9,2025,REPUESTO FALTANTE,SIN MARCA,1.0,55007.0,Reparación / Servicio,1
01001-02051,1,2025,REPUESTO FALTANTE,SIN MARCA,3.0,124659.0,Reparación / Servicio,2
01001-02051,1,2026,REPUESTO FALTANTE,SIN MARCA,1.0,169879.0,Reparación / Servicio,1
01001-02051,2,2025,REPUESTO FALTANTE,SIN MARCA,4.0,76751.5,Reparación / Servicio,2
01001-02051,3,2024,REPUESTO FALTANTE,SIN MARCA,1.0,169782.0,Reparación / Servicio,1
01001-02051,4,2024,REPUESTO FALTANTE,SIN MARCA,4.0,63197.0,Reparación / Servicio,2
01001-02051,4,2025,REPUESTO FALTANTE,SIN MARCA,2.0,149023.0,Reparación / Servicio,2
01001-02051,4,2026,REPUESTO FALTANTE,SIN MARCA,3.0,117364.33333333333,Reparación / Servicio,3
01001-02051,6,2025,REPUESTO FALTANTE,SIN MARCA,2.0,93571.0,Reparación / Servicio,2
